"","Ctb assessment bank","CTB","0","1",""
"9","Absolute value","9M.1.6.3","9M.1.6","6","CTB Mathematics"
"9","Properties of real numbers","9M.1.7","9M.1","5","CTB Mathematics"
"9","Associative property","9M.1.7.1","9M.1.7","6","CTB Mathematics"
"9","Distributive property","9M.1.7.2","9M.1.7","6","CTB Mathematics"
"9","Algebra","9M.2","9M","4","CTB Mathematics"
"9","Patterns, functions, rules","9M.2.1","9M.2","5","CTB Mathematics"
"9","Find missing elements in patterns","9M.2.1.1","9M.2.1","6","CTB Mathematics"
"9","Extend or predict terms for number or geo. pattern","9M.2.1.2","9M.2.1","6","CTB Mathematics"
"9","State a rule for a number, geo. pattern, t-table","9M.2.1.3","9M.2.1","6","CTB Mathematics"
"9","Use a function rule to solve problems","9M.2.1.4","9M.2.1","6","CTB Mathematics"
"9","Complete a table using given rule","9M.2.1.5","9M.2.1","6","CTB Mathematics"
"9","Find the slope and intercepts of linear equations","9M.2.1.6","9M.2.1","6","CTB Mathematics"
"9","Variable","9M.2.2","9M.2","5","CTB Mathematics"
"9","Relate how a change in one variable relates","9M.2.2.1","9M.2.2","6","CTB Mathematics"
"9","Equation","9M.2.3","9M.2","5","CTB Mathematics"
"9","Express mathematical relationships using equations","9M.2.3.1","9M.2.3","6","CTB Mathematics"
"9","Solve equations","9M.2.3.2","9M.2.3","6","CTB Mathematics"
"9","Solve systems of equations","9M.2.3.3","9M.2.3","6","CTB Mathematics"
"9","Graph linear equations","9M.2.3.4","9M.2.3","6","CTB Mathematics"
"9","Inequality","9M.2.4","9M.2","5","CTB Mathematics"
"9","Graph inequality","9M.2.4.1","9M.2.4","6","CTB Mathematics"
"9","Give solution set for inequality","9M.2.4.2","9M.2.4","6","CTB Mathematics"
"9","Express math relationships using inequalities","9M.2.4.3","9M.2.4","6","CTB Mathematics"
"9","Expression","9M.2.5","9M.2","5","CTB Mathematics"
"9","Evaluate expressions","9M.2.5.1","9M.2.5","6","CTB Mathematics"
"9","Simplify expressions","9M.2.5.2","9M.2.5","6","CTB Mathematics"
"9","Geometry","9M.3","9M","4","CTB Mathematics"
"9","Plane figures","9M.3.1","9M.3","5","CTB Mathematics"
"9","Describe attributes and properties of plane figure","9M.3.1.1","9M.3.1","6","CTB Mathematics"
"9","Identify the sum of angle measures in polygons","9M.3.1.2","9M.3.1","6","CTB Mathematics"
"9","Determine the angle measure of a regular polygon","9M.3.1.3","9M.3.1","6","CTB Mathematics"
"9","Solid figures","9M.3.2","9M.3","5","CTB Mathematics"
"9","Identify, classify solid figures","9M.3.2.1","9M.3.2","6","CTB Mathematics"
"9","Describe attributes and properties of solid figure","9M.3.2.2","9M.3.2","6","CTB Mathematics"
"9","Angles","9M.3.3","9M.3","5","CTB Mathematics"
"9","Identify angle pairs","9M.3.3.1","9M.3.3","6","CTB Mathematics"
"9","Use properties of angles to solve problems","9M.3.3.2","9M.3.3","6","CTB Mathematics"
"9","Classify angles","9M.3.3.3","9M.3.3","6","CTB Mathematics"
"9","Triangles","9M.3.4","9M.3","5","CTB Mathematics"
"9","Identify attributes of triangles","9M.3.4.1","9M.3.4","6","CTB Mathematics"
"9","Solve problems involving unknown angle measure","9M.3.4.2","9M.3.4","6","CTB Mathematics"
"9","Use the pythagorean theorem to solve problems","9M.3.4.3","9M.3.4","6","CTB Mathematics"
"9","Coordinate geometry","9M.3.5","9M.3","5","CTB Mathematics"
"9","Find the distance between points","9M.3.5.1","9M.3.5","6","CTB Mathematics"
"9","Determine missing point of a polygon","9M.3.5.2","9M.3.5","6","CTB Mathematics"
"9","Parallel, perpendicular, intersecting lines","9M.3.6","9M.3","5","CTB Mathematics"
"9","Determine parallel and perp. lines and planes","9M.3.6.1","9M.3.6","6","CTB Mathematics"
"9","Congruence, similarity","9M.3.7","9M.3","5","CTB Mathematics"
"9","Identify corresponding parts of similar-congruent","9M.3.7.1","9M.3.7","6","CTB Mathematics"
"9","Transformations","9M.3.8","9M.3","5","CTB Mathematics"
"9","Identify and apply rotation, reflections, trans.","9M.3.8.1","9M.3.8","6","CTB Mathematics"
"9","Point, line, ray, plane","9M.3.9","9M.3","5","CTB Mathematics"
"9","Identify and use notation","9M.3.9.1","9M.3.9","6","CTB Mathematics"
"9","Measurement","9M.4","9M","4","CTB Mathematics"
"9","Volume, capacity","9M.4.1","9M.4","5","CTB Mathematics"
"9","Determine volume","9M.4.1.1","9M.4.1","6","CTB Mathematics"
"9","Determine missing measurement given volume","9M.4.1.2","9M.4.1","6","CTB Mathematics"
"9","Perimeter","9M.4.2","9M.4","5","CTB Mathematics"
"9","Find the perimeter of polygons","9M.4.2.1","9M.4.2","6","CTB Mathematics"
"9","Determine missing measurement given perimeter","9M.4.2.2","9M.4.2","6","CTB Mathematics"
"9","Area","9M.4.3","9M.4","5","CTB Mathematics"
"9","Find the area of figures","9M.4.3.1","9M.4.3","6","CTB Mathematics"
"9","Find surface area","9M.4.3.2","9M.4.3","6","CTB Mathematics"
"9","Determine missing measurement given area","9M.4.3.3","9M.4.3","6","CTB Mathematics"
"9","Rate","9M.4.4","9M.4","5","CTB Mathematics"
"9","Solve problems involving rate","9M.4.4.1","9M.4.4","6","CTB Mathematics"
"9","Circumference","9M.4.5","9M.4","5","CTB Mathematics"
"9","Find circumference","9M.4.5.1","9M.4.5","6","CTB Mathematics"
"9","Determine radius, diameter given circumference","9M.4.5.2","9M.4.5","6","CTB Mathematics"
"9","Measurement concepts","9M.4.6","9M.4","5","CTB Mathematics"
"9","Understand how scaling effects perimeter, area","9M.4.6.1","9M.4.6","6","CTB Mathematics"
"9","Data analysis and probability","9M.5","9M","4","CTB Mathematics"
"9","Read and interpret data","9M.5.1","9M.5","5","CTB Mathematics"
"9","Read and interpret data displays","9M.5.1.1","9M.5.1","6","CTB Mathematics"
"9","Organize data","9M.5.2","9M.5","5","CTB Mathematics"
"9","Restructure display to include additional info.","9M.5.2.1","9M.5.2","6","CTB Mathematics"
"9","Probability","9M.5.3","9M.5","5","CTB Mathematics"
"9","Determine probability of events","9M.5.3.1","9M.5.3","6","CTB Mathematics"
"9","Statistics","9M.5.4","9M.5","5","CTB Mathematics"
"9","Calculate, explain mean, median, mode, and range","9M.5.4.1","9M.5.4","6","CTB Mathematics"
"9","Describe how changes in data affect mean, median","9M.5.4.2","9M.5.4","6","CTB Mathematics"
"9","Identify misuse of statistics","9M.5.4.3","9M.5.4","6","CTB Mathematics"
"9","Problem solving-reasoning-proof","9M.6","9M","4","CTB Mathematics"
"9","Develop strategy","9M.6.1","9M.6","5","CTB Mathematics"
"9","Determine and use most appropriate strategy","9M.6.1.1","9M.6.1","6","CTB Mathematics"
"9","Communication-representation","9M.7","9M","4","CTB Mathematics"
"9","Model problem solution","9M.7.1","9M.7","5","CTB Mathematics"
"9","Show how to solve problem","9M.7.1.1","9M.7.1","6","CTB Mathematics"
"9","Model problem situation","9M.7.2","9M.7","5","CTB Mathematics"
"9","Use mathematical symbols and words to rep. prob.","9M.7.2.1","9M.7.2","6","CTB Mathematics"
"9","Relate models to ideas","9M.7.3","9M.7","5","CTB Mathematics"
"9","Use models to identify and explain key math.con.","9M.7.3.1","9M.7.3","6","CTB Mathematics"
"9","Explain solution process","9M.7.4","9M.7","5","CTB Mathematics"
"9","Explain, justify, and reason the solution process","9M.7.4.1","9M.7.4","6","CTB Mathematics"
"9","Science","9SC","9","3","CTB Science"
"9","Life science","9SC.1","9SC","4","CTB Science"
"9","Cells and energy","9SC.1.1","9SC.1","5","CTB Science"
"9","Changes over time","9SC.1.2","9SC.1","5","CTB Science"
"9","Ecology","9SC.1.3","9SC.1","5","CTB Science"
"9","Habitat and adaptation","9SC.1.4","9SC.1","5","CTB Science"
"9","Heredity","9SC.1.5","9SC.1","5","CTB Science"
"9","Life cycles","9SC.1.6","9SC.1","5","CTB Science"
"9","Organ systems","9SC.1.7","9SC.1","5","CTB Science"
"9","Taxonomy","9SC.1.8","9SC.1","5","CTB Science"
"9","Physical science","9SC.2","9SC","4","CTB Science"
"9","Energy","9SC.2.1","9SC.2","5","CTB Science"
"9","Motions and forces","9SC.2.2","9SC.2","5","CTB Science"
"9","Structure and properties of matter","9SC.2.3","9SC.2","5","CTB Science"
"9","Earth and space science","9SC.3","9SC","4","CTB Science"
"9","Changes in the earth and sky","9SC.3.1","9SC.3","5","CTB Science"
"9","Earth-moon systems","9SC.3.3","9SC.3","5","CTB Science"
"9","Rock dynamics","9SC.3.5","9SC.3","5","CTB Science"
"9","Solar system","9SC.3.6","9SC.3","5","CTB Science"
"9","Universe","9SC.3.7","9SC.3","5","CTB Science"
"9","Water dynamics","9SC.3.8","9SC.3","5","CTB Science"
"9","Weather, atmosphere, and climate","9SC.3.9","9SC.3","5","CTB Science"
"9","Inquiry","9SC.4","9SC","4","CTB Science"
"9","Data interpretation","9SC.4.1","9SC.4","5","CTB Science"
"9","Methods and design","9SC.4.2","9SC.4","5","CTB Science"
"9","Science and technology","9SC.5","9SC","4","CTB Science"
"9","Careers","9SC.5.1","9SC.5","5","CTB Science"
"9","Design of technology","9SC.5.2","9SC.5","5","CTB Science"
"9","Science and technology","9SC.5.3","9SC.5","5","CTB Science"
"9","Use of technology","9SC.5.4","9SC.5","5","CTB Science"
"9","Personal and social perspectives in science","9SC.6","9SC","4","CTB Science"
"9","Environment","9SC.6.1","9SC.6","5","CTB Science"
"9","Health","9SC.6.2","9SC.6","5","CTB Science"
"9","Resources","9SC.6.3","9SC.6","5","CTB Science"
"9","Technology and society","9SC.6.4","9SC.6","5","CTB Science"
"9","History and nature of science","9SC.7","9SC","4","CTB Science"
"9","Contributor and contribution","9SC.7.1","9SC.7","5","CTB Science"
"9","Historical concepts","9SC.7.2","9SC.7","5","CTB Science"
"9","Nature of science","9SC.7.3","9SC.7","5","CTB Science"
"9","Science in ancient cultures","9SC.7.4","9SC.7","5","CTB Science"
"9","Timelines","9SC.7.5","9SC.7","5","CTB Science"
"10","Grade 10","10","CTB","1",""
"10","Reading","10R","10","1","CTB Reading"
"10","Vocabulary","10R.1","10R","1","CTB Reading"
"10","Word meaning","10R.1.1","10R.1","1","CTB Reading"
"10","Context clues","10R.1.1.1","10R.1.1","1","CTB Reading"
"10","Signal words","10R.1.1.2","10R.1.1","1","CTB Reading"
"10","Word analysis","10R.1.2","10R.1","1","CTB Reading"
"10","Root words","10R.1.2.1","10R.1.2","1","CTB Reading"
"10","Affixes","10R.1.2.2","10R.1.2","1","CTB Reading"
"10","Word origins","10R.1.2.3","10R.1.2","1","CTB Reading"
"10","Basic understanding","10R.2","10R","1","CTB Reading"
"10","Text elements","10R.2.1","10R.2","1","CTB Reading"
"10","Plot","10R.2.1.1","10R.2.1","1","CTB Reading"
"10","Sequence of events information","10R.2.1.2","10R.2.1","1","CTB Reading"
"10","Stated information","10R.2.2","10R.2","1","CTB Reading"
"10","Main idea","10R.2.2.1","10R.2.2","1","CTB Reading"
"10","Fact-details","10R.2.2.2","10R.2.2","1","CTB Reading"
"10","Summary or retelling","10R.2.3","10R.2","1","CTB Reading"
"10","Analyze text","10R.3","10R","1","CTB Reading"
"10","Text relationships","10R.3.1","10R.3","1","CTB Reading"
"10","Compare-contrast","10R.3.1.1","10R.3.1","1","CTB Reading"
"10","Cause-effect","10R.3.1.2","10R.3.1","1","CTB Reading"
"10","Conflict resolution","10R.3.1.3","10R.3.1","1","CTB Reading"
"10","Order, sequence","10R.3.1.4","10R.3.1","1","CTB Reading"
"10","Inferences and conclusions","10R.3.2","10R.3","1","CTB Reading"
"10","Text elements","10R.3.3","10R.3","1","CTB Reading"
"10","Implied main idea theme","10R.3.3.1","10R.3.3","1","CTB Reading"
"10","Supporting evidence","10R.3.3.2","10R.3.3","1","CTB Reading"
"10","Character analysis","10R.3.3.3","10R.3.3","1","CTB Reading"
"10","Setting analysis","10R.3.3.4","10R.3.3","1","CTB Reading"
"10","Figurative language and literary devices","10R.3.4","10R.3","1","CTB Reading"
"10","Personification","10R.3.4.1","10R.3.4","1","CTB Reading"
"10","Simile, metaphor","10R.3.4.2","10R.3.4","1","CTB Reading"
"10","Idioms","10R.3.4.3","10R.3.4","1","CTB Reading"
"10","Imagery","10R.3.4.4","10R.3.4","1","CTB Reading"
"10","Irony","10R.3.4.5","10R.3.4","1","CTB Reading"
"10","Hyperbole","10R.3.4.6","10R.3.4","1","CTB Reading"
"10","Shades of meaning","10R.3.4.7","10R.3.4","1","CTB Reading"
"10","Genre","10R.3.5","10R.3","1","CTB Reading"
"10","Evaluate and extend meaning","10R.4","10R","1","CTB Reading"
"10","Connections beyond or between texts","10R.4.1","10R.4","1","CTB Reading"
"10","Predict, hypothesize","10R.4.1.1","10R.4.1","1","CTB Reading"
"10","Synthesize","10R.4.1.2","10R.4.1","1","CTB Reading"
"10","Author elements","10R.4.2","10R.4","1","CTB Reading"
"10","Purpose-point of view","10R.4.2.1","10R.4.2","1","CTB Reading"
"10","Style and techniques","10R.4.2.2","10R.4.2","1","CTB Reading"
"10","Bias(es)-persuasive techniques","10R.4.2.3","10R.4.2","1","CTB Reading"
"10","Individual response to text","10R.4.3","10R.4","1","CTB Reading"
"10","Fact-opinion","10R.4.4","10R.4","1","CTB Reading"
"10","Text organization and reading strategies","10R.5","10R","1","CTB Reading"
"10","Structure of text","10R.5.1","10R.5","1","CTB Reading"
"10","Topics","10R.5.1.1","10R.5.1","1","CTB Reading"
"10","Graphic features-illustrations","10R.5.1.2","10R.5.1","1","CTB Reading"
"10","Patterns","10R.5.1.3","10R.5.1","1","CTB Reading"
"10","Organizing strategies","10R.5.2","10R.5","1","CTB Reading"
"10","Note-taking","10R.5.2.1","10R.5.2","1","CTB Reading"
"10","Outlining","10R.5.2.2","10R.5.2","1","CTB Reading"
"10","Reading techniques","10R.5.3","10R.5","1","CTB Reading"
"10","Preview-skim-scan","10R.5.3.1","10R.5.3","1","CTB Reading"
"10","Formulate questions","10R.5.3.2","10R.5.3","1","CTB Reading"
"10","Research skills","10R.6","10R","1","CTB Reading"
"10","Informational sources","10R.6.1","10R.6","1","CTB Reading"
"10","Reference books","10R.6.1.1","10R.6.1","1","CTB Reading"
"10","Magazines and newspapers","10R.6.1.2","10R.6.1","1","CTB Reading"
"10","Electronic-media based","10R.6.1.3","10R.6.1","1","CTB Reading"
"10","Interviews","10R.6.1.4","10R.6.1","1","CTB Reading"
"10","Evaluate accuracy","10R.6.1.5","10R.6.1","1","CTB Reading"
"10","Cite references","10R.6.1.6","10R.6.1","1","CTB Reading"
"10","Research","10R.6.2","10R.6","1","CTB Reading"
"10","Select topic","10R.6.2.1","10R.6.2","1","CTB Reading"
"10","Formulate questions","10R.6.2.2","10R.6.2","1","CTB Reading"
"10","Select appropriate resources","10R.6.2.3","10R.6.2","1","CTB Reading"
"10","Language","10L","10","1","CTB Language"
"10","Language structure and conventions editing skills","10L.1","10L","1","CTB Language"
"10","Parts of speech; grammar and usage","10L.1.1","10L.1","1","CTB Language"
"10","Nouns; pronouns","10L.1.1.1","10L.1.1","1","CTB Language"
"10","Possessive","10L.1.1.1.1","10L.1.1.1","1","CTB Language"
"10","Relative, interrogative","10L.1.1.1.2","10L.1.1.1","1","CTB Language"
"10","Reflexive","10L.1.1.1.3","10L.1.1.1","1","CTB Language"
"10","Verbs","10L.1.1.2","10L.1.1","1","CTB Language"
"10","Tense; regular, irregular","10L.1.1.2.1","10L.1.1.2","1","CTB Language"
"10","Agreement","10L.1.1.2.2","10L.1.1.2","1","CTB Language"
"10","Easily confused verbs","10L.1.1.2.3","10L.1.1.2","1","CTB Language"
"10","Adjectives","10L.1.1.3","10L.1.1","1","CTB Language"
"10","Noun, adjective agreement","10L.1.1.3.1","10L.1.1.3","1","CTB Language"
"10","Adverbs","10L.1.1.4","10L.1.1","1","CTB Language"
"10","Conjunctions","10L.1.1.5","10L.1.1","1","CTB Language"
"10","Coordinating, subordinating","10L.1.1.5.1","10L.1.1.5","1","CTB Language"
"10","Prepositional phrases","10L.1.1.6","10L.1.1","1","CTB Language"
"10","Sentence structure","10L.1.2","10L.1","1","CTB Language"
"10","Complex, complete, fragment, run-on","10L.1.2.1","10L.1.2","1","CTB Language"
"10","Combining sentences","10L.1.2.2","10L.1.2","1","CTB Language"
"10","Structural problems","10L.1.2.3","10L.1.2","1","CTB Language"
"10","Capitalization","10L.1.3","10L.1","1","CTB Language"
"10","Proper nouns, common","10L.1.3.1","10L.1.3","1","CTB Language"
"10","Titles","10L.1.3.2","10L.1.3","1","CTB Language"
"10","Direct quotes, dialogue","10L.1.3.3","10L.1.3","1","CTB Language"
"10","Punctuation","10L.1.4","10L.1","1","CTB Language"
"10","Commas; series, compound sentences","10L.1.4.1","10L.1.4","1","CTB Language"
"10","Colons","10L.1.4.2","10L.1.4","1","CTB Language"
"10","Semicolons","10L.1.4.3","10L.1.4","1","CTB Language"
"10","Parentheses","10L.1.4.4","10L.1.4","1","CTB Language"
"10","Apostrophes for possession","10L.1.4.5","10L.1.4","1","CTB Language"
"10","Abbreviations","10L.1.4.6","10L.1.4","1","CTB Language"
"10","Quotation marks","10L.1.4.7","10L.1.4","1","CTB Language"
"10","Spelling","10L.1.5","10L.1","1","CTB Language"
"10","Frequently misspelled words","10L.1.5.1","10L.1.5","1","CTB Language"
"10","Vocabulary","10L.1.6","10L.1","1","CTB Language"
"10","Word choice, effective words, precise language","10L.1.6.1","10L.1.6","1","CTB Language"
"10","Connective, transitional words and devices","10L.1.6.2","10L.1.6","1","CTB Language"
"10","Figurative language","10L.1.6.3","10L.1.6","1","CTB Language"
"10","Writing process","10L.2","10L","1","CTB Language"
"10","Prewriting; organizing strategies","10L.2.1","10L.2","1","CTB Language"
"10","Listing, mapping, graphic organizers, questions","10L.2.1.1","10L.2.1","1","CTB Language"
"10","Develop and revise draft","10L.2.2","10L.2","1","CTB Language"
"10","Style, format, voice, tone, awareness of audience","10L.2.2.1","10L.2.2","1","CTB Language"
"10","Paragraph development","10L.2.2.2","10L.2.2","1","CTB Language"
"10","Introduce topic","10L.2.2.2.1","10L.2.2.2","1","CTB Language"
"10","Develop idea","10L.2.2.2.2","10L.2.2.2","1","CTB Language"
"10","Writing organization","10L.2.3","10L.2","1","CTB Language"
"10","Revise; add, delete, combine, rearrange, proofread","10L.2.3.1","10L.2.3","1","CTB Language"
"10","Expository writing","10L.2.4","10L.2","1","CTB Language"
"10","Narrative writing","10L.2.5","10L.2","1","CTB Language"
"10","Persuasive writing","10L.2.6","10L.2","1","CTB Language"
"10","Mathematics","10M","10","1","CTB Mathematics"
"10","Number and operations","10M.1","10M","1","CTB Mathematics"
"10","Equivalent forms","10M.1.1","10M.1","1","CTB Mathematics"
